group,order,fam_,Species,L-W group,Female length at maturity (mm),length at hatching (mm),mass at hatch (g),Size at maturity (g),mo/M,Clutch size,Clutches/yr,Female age at maturity,,adult lifespan,Adult survival rate,Adult instantaneous mortality rate per year,juvenile survival to adulthood,,lifetime fecundity,annual juvenile survival,reproductive mode,Notes
Fish,Gadiformes,Gadidae,Melanogrammus aeglefinus,,,,0.00029621,285.6,1.04E-06,157054,1,3,46.52096534,3.096520474,,0.39,7.00E-07,,2.86E+06,,,"Tsoukali 2016, mass at hatch from fishbase"
Fish,Gadiformes,Gadidae,Melanogrammus aeglefinus,,,,0.00029621,276.2,1.07E-06,30655,1,2,9.08031755,3.033244782,,0.4,1.10E-07,,1.82E+07,,,"Tsoukali 2016, mass at hatch from fishbase"
Fish,Gadiformes,Gadidae,Merlangius merlangus,,,,0.0000929,94,9.88E-07,19709,1,1,1.8309661,1.234779765,,1.66,8.00E-07,,2.50E+06,,,"Tsoukali 2016, mass at hatch from fishbase"
Fish,Gadiformes,Merlucciidae,Merluccius merluccius,,,,0.0000819,897.1,9.13E-08,2634468,1,3,215.7629292,3.033244782,,0.4,7.10E-08,,2.82E+07,,,"Tsoukali 2016, mass at hatch from fishbase"
Fish,Gadiformes,Merlucciidae,Merluccius merluccius,,,,0.0000819,337.9,2.42E-07,1021749,1,2,83.6812431,3.033244782,,0.4,3.40E-07,,5.88E+06,,,"Tsoukali 2016, mass at hatch from fishbase"
Fish,Gadiformes,Gadidae,Micromesistius poutassou,,,,0.0000883,50.4,1.75E-06,22634,1,1,1.9985822,5.516655566,,0.2,3.90E-06,,5.13E+05,,,"Tsoukali 2016, mass at hatch from fishbase"
Fish,Pleuronectiformes,Pleuronectidae,Pleuronectes platessa,,,,0.00268281,110.3,2.43E-05,21673,1,2,58.14454113,10.50833194,,0.1,2.10E-06,,9.52E+05,,,"Tsoukali 2016, mass at hatch from fishbase"
Fish,Clupeiformes,Clupeidae,Sardina pilchardus,,,,0.00011916,15.7,7.59E-06,69247,1,1,8.25147252,1.463350609,,1.15,9.00E-06,,2.22E+05,,,"Tsoukali 2016, mass at hatch from fishbase"
Fish,Clupeiformes,Clupeidae,Sardina pilchardus,,,,0.00011916,48.7,2.45E-06,136122,1,1,16.22029752,2.541494083,,0.5,1.10E-06,,1.82E+06,,,"Tsoukali 2016, mass at hatch from fishbase"
Fish,Clupeiformes,Clupeidae,Sardina pilchardus,,,,0.00011916,23.5,5.07E-06,129217,1,1,15.39749772,1.498960659,,1.1,3.20E-06,,6.25E+05,,,"Tsoukali 2016, mass at hatch from fishbase"
Fish,Clupeiformes,Clupeidae,Sardina pilchardus,,,,0.00011916,53.7,2.22E-06,149998,1,1,17.87376168,2.541494083,,0.5,1.20E-06,,1.67E+06,,,"Tsoukali 2016, mass at hatch from fishbase"
Fish,Scombriformes,Scombridae,Scomber scombrus,,,,0.0000963,240.1,4.01E-07,336414,1,2,32.3966682,7.179161982,,0.15,3.20E-07,,6.25E+06,,,"Tsoukali 2016, mass at hatch from fishbase"
Fish,Scombriformes,Scombridae,Scomber scombrus,,,,0.0000963,300,0.000000321,94558,1,1,9.1059354,3.858295914,,0.3,4.30E-07,,4.65E+06,,,"Tsoukali 2016, mass at hatch from fishbase"
Fish,Pleuronectiformes,Soleidae,Solea solea,,,,0.0000743,186.7,3.98E-07,139877,1,3,10.3928611,10.50833194,,0.1,1.70E-06,,1.18E+06,,,"Tsoukali 2016, mass at hatch from fishbase"
Fish,Clupeiformes,Clupeidae,Sprattus sprattus,,,,0.0000322,5.2,6.19E-06,5460,1,1,0.175812,3.307713177,,0.36,3.80E-05,,5.26E+04,,,"Tsoukali 2016, mass at hatch from fishbase"
Fish,Perciformes,Carangidae,Trachurus trachurus,,,,0.0000232,58.1,3.99E-07,105045,1,2,2.437044,7.179161982,,0.15,8.50E-07,,2.35E+06,,,"Tsoukali 2016, mass at hatch from fishbase"
Fish,Gadiformes,Gadidae,Trisopterus esmarkii,,,,0.00021627,9,2.40E-05,1236,1,1,0.26730972,3.972408723,,0.29,5.50E-05,,3.64E+04,,,"Tsoukali 2016, mass at hatch from fishbase"
Amphibian,Anura,Alytidae,Alytes cisternasii,,,,0.014753765,2.059520388,0.00716369,120,4,2,7.0818072,4,,,0.001041667,,1.92E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Alytidae,Alytes obstetricans,,,,0.02853344,3.608184442,0.007907977,112,4,2.5,12.78298112,4.5,,,0.000992063,,2.02E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Aromobatidae,Anomaloglossus beebei,,,,0.001755,0.049418293,0.035513165,4,3,0.45,0.02106,4.55,,,0.036630037,,5.46E+01,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Bufonidae,Rhinella marina,,,,0.00356668,308.7800358,1.16E-05,20170,1,1.75,71.9399356,23.05,,,4.30E-06,,4.65E+05,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Bufonidae,Anaxyrus americanus,,,,0.001755,10.62823785,0.000165126,11000,1,3,19.305,33,,,5.51E-06,,3.63E+05,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Bufonidae,Anaxyrus cognatus,,,,0.000790855,13.22060794,5.98E-05,23198,1,3.5,18.34625429,6.5,,,1.33E-05,,1.51E+05,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Bufonidae,Incilius alvarius,,,,0.001755,64.38643651,2.73E-05,7750,1,3,13.60125,12.4,,,2.08E-05,,9.61E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Bufonidae,Anaxyrus boreas,,,,0.002669136,81.40928863,3.28E-05,10856.5,1,5,28.97747498,6.5,,,2.83E-05,,7.06E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Bufonidae,Anaxyrus hemiophrys,,,,0.00052,6.493657829,8.01E-05,4677,1,2.5,2.43204,10.8,,,3.96E-05,,5.05E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Bufonidae,Incilius nebulifer,,,,0.00052,48.94302498,1.06E-05,2817.5,2,2,2.9302,6,,,5.92E-05,,3.38E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Bufonidae,Anaxyrus canorus,,,,0.00481572,18.07987469,0.000266358,3250,1,4.5,15.65109,10.5,,,5.86E-05,,3.41E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Bufonidae,Anaxyrus punctatus,,,,0.00913952,12.06405082,0.000757583,2515,1,2,22.9858928,9.3,,,8.55E-05,,2.34E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Bufonidae,Anaxyrus debilis,,,,0.00052,16.19696872,3.21E-05,2000,1,2,1.04,10.4,,,9.62E-05,,2.08E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Bufonidae,Anaxyrus fowleri,,,,0.022295,27.04141313,0.000824476,5999,1,1.5,133.747705,3.5,,,9.53E-05,,2.10E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Bufonidae,Anaxyrus californicus,,,,0.001936415,30.3428946,6.38E-05,6190.5,1,2.5,11.98737706,2.5,,,0.00012923,,1.55E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Bufonidae,Anaxyrus baxteri,,,,0.008125,14.44769592,0.000562373,3500,1,1.5,28.4375,3.5,,,0.000163265,,1.23E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Bufonidae,Anaxyrus quercicus,,,,0.00052,3.260853864,0.000159467,6000,1,2.3,3.12,1.7,,,0.000196078,,1.02E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Bufonidae,Anaxyrus houstonensis,,,,0.00356668,27.6818028,0.000128846,3356,1,1.5,11.96977808,2.9,,,0.000205499,,9.73E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Dendrobatidae,Phyllobates terribilis,,,,0.008125,3.991334744,0.00203566,15,1,1,0.121875,7,,,0.019047619,,1.05E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Dicroglossidae,Euphlyctis hexadactylus,,,,0.00052,12.93303053,4.02E-05,2000,1,1.75,1.04,4.5,,,0.000222222,,9.00E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Dicroglossidae,Fejervarya limnocharis,,,,0.000601965,0.777379056,0.000774352,1560.5,1,2,0.939366383,2,,,0.00064082,,3.12E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Eleutherodactylidae,Eleutherodactylus coqui,,,,0.02853344,2.854452375,0.009996117,26.5,1,1,0.75613616,5,,,0.01509434,,1.32E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Hylidae,Litoria aurea,,,,0.003855735,14.81483336,0.000260262,6821,1,1.05,26.29996844,8.95,,,3.28E-05,,6.10E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Hylidae,Hyla arborea,,,,0.001279395,4.636540228,0.000275937,1100,1,1.5,1.4073345,20.5,,,8.87E-05,,2.25E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Hylidae,Argenteohyla siemersi,,,,0.00255476,30.43135715,8.40E-05,5812.5,1,2.5,14.8495425,2.5,,,0.000137634,,1.45E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Hylidae,Hyla versicolor,,,,0.001936415,0.504193237,0.003840621,1800,1,2,3.485547,5.8,,,0.000191571,,1.04E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Hylidae,Acris crepitans,,,,0.00142688,0.504193237,0.002830026,270,2,1,0.7705152,3.9,,,0.000949668,,2.11E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Leiopelmatidae,Ascaphus truei,,,,0.086515,2.609286005,0.03315658,62,1,2.5,5.36393,17.5,,,0.001843318,,1.08E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Leiopelmatidae,Ascaphus montanus,,,,0.047385,7.114742129,0.006660115,61.5,1,7.5,2.9141775,12.5,,,0.002601626,,7.69E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Myobatrachidae,Crinia signifera,,,,0.001974136,0.213861645,0.009230904,125,1,2.5,0.246767,4.5,,,0.003555556,,5.62E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Pelobatidae,Pelobates cultripes,,,,0.00416,4.316998056,0.000963633,2500,1,2.5,10.4,12.5,,,0.000064,,3.13E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Pelodytidae,Pelodytes punctatus,,,,0.00416,2.609286005,0.001594306,1500,2,1,12.48,9,,,7.41E-05,,2.70E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Pipidae,Pipa pipa,,,,0.11232,34.17504374,0.003286609,102.5,1,4.5,11.5128,3.2,,,0.006097561,,3.28E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ptychadenidae,Ptychadena oxyrhynchus,,,,0.00114244,14.39128361,7.94E-05,3500,1,0.725,3.99854,0.275,,,0.002077922,,9.63E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ptychadenidae,Ptychadena bibroni,,,,0.00114244,5.401138021,0.000211518,1366.5,1,0.725,1.56114426,0.275,,,0.005322157,,3.76E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ranidae,Lithobates catesbeianus,,,,0.00481572,184.7324783,2.61E-05,16750,1,3,80.66331,13,,,9.18E-06,,2.18E+05,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ranidae,Rana temporaria,,,,0.006748495,31.86347849,0.000211794,2132.5,1,4,14.39116559,23,,,4.08E-05,,4.90E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ranidae,Lithobates pipiens,,,,0.00416,13.49844297,0.000308184,5522.5,1,1.5,22.9736,7.5,,,4.83E-05,,4.14E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ranidae,Pelophylax perezi,,,,0.00416,2.094956642,0.001985721,10000,1,2,41.6,4.8,,,4.17E-05,,4.80E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ranidae,Pelophylax nigromaculatus,,,,0.00553696,22.90286263,0.000241758,2800,1,3.5,15.503488,11.5,,,6.21E-05,,3.22E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ranidae,Lithobates sevosus,,,,0.003855735,50.7926725,7.59E-05,3750,1,0.45,14.45900625,5.55,,,9.61E-05,,2.08E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ranidae,Rana amurensis,,,,0.00632684,5.886284212,0.001074844,2225,1,2.75,14.077219,8.25,,,0.000108955,,1.84E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ranidae,Rana luteiventris,,,,0.00481572,9.840430192,0.000489381,1275,1,2.5,6.140043,10.5,,,0.000149393,,1.34E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ranidae,Rana dalmatina,,,,0.008125,18.60008787,0.000436826,1434,1,2,11.65125,6,,,0.00023245,,8.60E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ranidae,Hylarana guentheri,,,,0.001755,13.95713527,0.000125742,1995,1,2.5,3.501225,3.5,,,0.00028643,,6.98E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ranidae,Glandirana rugosa,,,,0.00212992,5.399996642,0.00039443,875,3,2,5.59104,3,,,0.000253968,,7.88E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ranidae,Lithobates sylvaticus,,,,0.00416,3.922172431,0.001060637,1750,1,1.85,7.28,3.35,,,0.000341151,,5.86E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ranidae,Rana muscosa,,,,0.00632684,5.399996642,0.001171638,223,1,3,1.41088532,11,,,0.000815328,,2.45E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ranidae,Rana cascadae,,,,0.01141504,8.147382354,0.001401068,550,1,3,6.278272,4,,,0.000909091,,2.20E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Ranidae,Rana latastei,,,,0.00303264,3.559568943,0.000851968,425,1,2,1.288872,2,,,0.002352941,,8.50E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Rhacophoridae,Rhacophorus omeimontis,,,,0.01868724,16.3657197,0.001141853,436,1,3,8.14763664,5,,,0.000917431,,2.18E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Anura,Scaphiopodidae,Scaphiopus holbrookii,,,,0.00255476,5.79984506,0.000440488,4273,1,2.25,10.91648948,10.05,,,4.66E-05,,4.29E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Ambystomatidae,Ambystoma maculatum,,,,0.00718848,5.351788206,0.001343192,257,1,2.5,1.84743936,29.5,,,0.0002638,,7.58E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Ambystomatidae,Ambystoma talpoideum,,,,0.03328,3.13890971,0.010602408,450,1,2,14.976,7,,,0.000634921,,3.15E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Ambystomatidae,Ambystoma macrodactylum,,,,0.005167955,5.351788206,0.00096565,250.5,1,2,1.294572728,8,,,0.000998004,,2.00E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Ambystomatidae,Ambystoma gracile,,,,0.00416,13.13980938,0.000316595,150,1,2,0.624,8.2,,,0.001626016,,1.23E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Amphiumidae,Amphiuma tridactylum,,,,0.11232,10.36250509,0.010839078,275,1,3,30.888,12.9,,,0.000563777,,3.55E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Cryptobranchidae,Andrias japonicus,,,,0.065,1090.654499,5.96E-05,500,1,7.5,32.5,62.5,,,0.000064,,3.13E+04,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Cryptobranchidae,Cryptobranchus alleganiensis,,,,0.11232,911.7482679,0.000123192,325,1,4.5,36.504,25.5,,,0.000241327,,8.29E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Pseudotriton montanus,,,,0.022295,18.2737817,0.001220054,134.5,1,3.75,2.9986775,11.35,,,0.001310122,,1.53E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Pseudotriton ruber,,,,0.03583892,9.594786586,0.003735249,79.5,1,4.5,2.84919414,15.6,,,0.001612643,,1.24E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Gyrinophilus porphyriticus,,,,0.027421875,16.98243652,0.00161472,61,1,4,1.672734375,14.5,,,0.002261164,,8.85E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Phaeognathus hubrichti,,,,0.18611372,14.81323821,0.012564013,44,1,5.5,8.18900368,14.2,,,0.003201024,,6.25E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Plethodon glutinosus,,,,0.047385,1.922755191,0.024644323,34,1,2.5,1.61109,17.6,,,0.003342246,,5.98E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Desmognathus welteri,,,,0.022295,2.508608055,0.008887399,25.5,1,4.5,0.5685225,15.5,,,0.005060089,,3.95E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Aneides aeneus,,,,0.047385,2.170415953,0.021832221,20,2,3.5,1.8954,9.5,,,0.005263158,,3.80E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Desmognathus quadramaculatus,,,,0.045822985,4.728537554,0.009690731,46.5,1,6.5,2.130768803,8.5,,,0.005060089,,3.95E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Hemidactylium scutatum,,,,0.008125,10.48371899,0.000775011,54.5,1,2.2,0.4428125,6.7,,,0.005477201,,3.65E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Desmognathus marmoratus,,,,0.02853344,2.138365192,0.013343577,42.5,1,4.5,1.2126712,8.5,,,0.005536332,,3.61E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Desmognathus ochrophaeus,,,,0.022295,1.204321631,0.018512497,20,1,3,0.4459,17,,,0.005882353,,3.40E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Desmognathus monticola,,,,0.04429568,2.138365192,0.02071474,25,1,5.25,1.107392,12.45,,,0.006425703,,3.11E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Desmognathus imitator,,,,0.022295,2.301803694,0.009685882,21.5,1,2,0.4793425,8,,,0.011627907,,1.72E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Plethodon vehiculum,,,,0.047385,1.485140508,0.031906072,19,1,2.75,0.900315,8.35,,,0.012606366,,1.59E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Desmognathus santeetlah,,,,0.008622315,0.430920602,0.020009057,22.5,1,2.5,0.194002088,7.5,,,0.011851852,,1.69E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Plethodon cinereus,,,,0.022295,1.806285694,0.012343009,7.5,1,3,0.1672125,22,,,0.012121212,,1.65E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Plethodon punctatus,,,,0.047385,2.727373894,0.017373856,11.5,1,3,0.5449275,12,,,0.014492754,,1.38E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Desmognathus ocoee,,,,0.008125,0.430920602,0.018854982,17,1,3.5,0.138125,6.5,,,0.018099548,,1.10E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Eurycea nana,,,,0.002786875,0.171238462,0.016274819,33,1,1,0.091966875,2.7,,,0.022446689,,8.91E+01,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Plethodon dunni,,,,0.065,2.508608055,0.025910783,9.5,1,3,0.6175,8,,,0.026315789,,7.60E+01,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Desmognathus auriculatus,,,,0.022295,1.248437344,0.017858325,16,1,2.5,0.35672,4.5,,,0.027777778,,7.20E+01,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Plethodon neomexicanus,,,,0.182209365,2.872262472,0.063437575,8.5,1,2.5,1.548779603,7.5,,,0.031372549,,6.38E+01,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Plethodon ouachitae,,,,0.047385,2.044099187,0.02318136,16.05,1,3,0.76052925,3,,,0.041536864,,4.81E+01,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Eurycea quadridigitata,,,,0.00303264,0.888019939,0.003415058,34.5,1,1.5,0.10462608,1.5,,,0.038647343,,5.17E+01,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Desmognathus aeneus,,,,0.00356668,0.113492115,0.031426677,11.5,1,2,0.04101682,2,,,0.086956522,,2.30E+01,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Plethodontidae,Desmognathus fuscus,,,,0.012357109,0.92411241,0.013371868,26.5,1,3,0.327463389,1.3,,,0.058055152,,3.45E+01,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Proteidae,Necturus maculosus,,,,0.086515,107.4389042,0.000805248,52,1,6.5,4.49878,27.5,,,0.001398601,,1.43E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Salamandridae,Triturus marmoratus,,,,0.00416,1.092741872,0.003806937,300,1,3.2,1.248,21.8,,,0.00030581,,6.54E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Salamandridae,Notophthalmus viridescens,,,,0.001755,8.619561179,0.000203607,287.5,1,3,0.5045625,22,,,0.000316206,,6.32E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Salamandridae,Lissotriton helveticus,,,,0.001755,0.624012969,0.002812442,460,1,3.5,0.8073,7.5,,,0.00057971,,3.45E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Salamandridae,Triturus karelinii,,,,0.00356668,4.485423267,0.000795171,225,1,4.5,0.802503,10.5,,,0.000846561,,2.36E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Salamandridae,Tylototriton kweichowensis,,,,0.012037545,16.74136044,0.00071903,131,1,3.5,1.576918395,11.5,,,0.00132758,,1.51E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Salamandridae,Lissotriton boscai,,,,0.00416,0.562275354,0.00739851,250,1,3,1.04,5,,,0.0016,,1.25E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Salamandridae,Taricha torosa,,,,0.00632684,18.25522674,0.000346577,64.5,1,3,0.40808118,18.8,,,0.001649349,,1.21E+03,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"
Amphibian,Caudata,Salamandridae,Taricha rivularis,,,,0.008622315,128.8752543,6.69E-05,11,1,7,0.094845465,23,,,0.007905138,,2.53E+02,,,"Amphibio, family or order specific l-w eqn from Santini et al. 2018 Integrative Zoology"